;Y_UTM;X_UTM;ZoneNumber;ZoneLetter;Latitude;Longitude;past_mer;Y;X;SiO2;TiO2;Al2O3;Fe2O3;FeO;MnO;MgO;CaO;Na2O;K2O;P2O5;l.i.;oth;sum;hs;type_granite;time;massif;sampler;others;sampler+year;area
1723;-372600069;-267472003,2;1;W;"53°9'50.0""";"119°20'30.0""";;53,16395351;119,3417313;72,50948293;0,29946097;12,63725294;0,798562587;2,285885406;0,059892194;0,718706329;1,437412657;4,39209423;4,192453584;0,109802356;0,549011779;0,009982032;100;0,01;Amf-Bt granite;Tr;;AIFedorova;;S.A.Kozlov,1970;1
1725;-344381750,7;-141796696,1;1;W;"51°18'0.0""";"112°7'0.0""";;51,29986024;112,1165269;72,74639423;0,23036859;15,50480769;0,280448718;1,652644231;0,020032051;0,240384615;1,352163462;2,383814103;5,138221154;0,060096154;0,380608974;0,010016026;100;0,01;Granite leucocratic;J3;;N.AOgneva;;E.V.Barabashev,1959;1
1726;-333582432,3;-135811579;1;W;"51°20'0.0""";"110°22'0.0""";;51,33335779;110,3666911;72,55744256;0,27972028;13,03696304;0,40959041;1,468531469;0,01998002;0,519480519;1,078921079;4,695304695;4,695304695;0,05994006;1,168831169;0,00999001;100;0,01;Granite porphyraceous coarse-grained;J1;;G.N.Surova;;M.D.Berdnikov,1965;1
1729;-321723114,3;-73626470,24;1;W;"50°17'0.0""";"107°20'0.0""";;50,28321757;107,3332176;72,96292575;0,31146388;13,71445795;1,255902743;0,904249975;0,030141666;0,241133327;0,442077765;4,722194313;5,023610972;0,010047222;0,371747212;0,010047222;100;0,01;Bt granite;Tr;Tamir massif;;;V.A.Novikov,1973;1
1730;-320531323,2;-180066439,1;1;W;"52°26'40.0""";"109°35'0.0""";;52,44457761;109,5834665;73,25733885;0,131140926;14,48602845;1,442550187;0,433773832;0,030263291;0,332896197;0,464037123;3,429839605;5,548269949;0,010087764;0,423686069;0,010087764;100;0,01;Granite leucogranitic;Tr-J;;E.A.Kotlyarova;;E.M.Bagadaev,1969;1
1737;-334561333,5;-119914286,8;1;W;"51°1'0.0""";"110°11'0.0""";;51,01658326;110,1832499;72,60273973;0,279972003;13,24867513;0,419958004;1,359864014;0,039996;1,329867013;0,899910009;4,699530047;4,699530047;0,059994001;0,349965003;0,009999;100;0,01;Granite leucocratic;J1;Engorok massif;G.N.Surova;;M.D.Berdnikov,1965;1
1738;-352636211,6;-338355534;1;W;"55°1'25.0""";"119°56'50.0""";;55,02368521;119,9472963;72,97215801;0,271384059;13,64961303;0,98502362;1,437330385;0,040205046;0,030153784;1,457432908;4,623580259;4,221529802;0,120615137;0,180922706;0,010051261;100;0,01;Granite leucocratic porphyraceous;Tr;;;;A.F.Azars,1966;1
1739;-355758063;-71818222,35;1;W;"49°57'0.0""";"112°40'0.0""";;49,95005024;112,6667169;72,67994794;0,250275303;14,11552708;0,770847933;2,152367604;0,030033036;0,040044048;0,780858945;2,65291821;5,556111723;0,060066073;0,90099109;0,010011012;100;0,01;Granite-porphyry;J3;Kharalgin massif;L.S.Voronova;;N.K.Dmitrochenko,1962;1
1741;-349277967,8;-178526725;1;W;"51°55'0.0""";"113°41'0.0""";;51,91669418;113,6833608;72,96482412;0,211055276;14,52261307;0,150753769;1,648241206;0,020100503;0,311557789;1,396984925;3,859296482;3,819095477;0,08040201;1,005025126;0,010050251;100;0,01;Granite fine-grained;Tr-J;Molokovsky massif;L.S.Voronova;;I.N.Fomin,1960;1
1742;-370041227,4;-267147930,6;1;W;"53°12'30.0""";"119°1'10.0""";;53,20852771;119,0196388;72,9281768;0,100452034;14,716223;0,361627323;1,657458564;0,03013561;0,472124561;0,552486188;4,570567554;4,018081366;0,050226017;0,532395781;0,010045203;100;0,01;Granite leucocratic;Tr;;M.I.Merkul'eva;;S.A.Kozlov,1968;1
1743;-340217859,1;-271894952,3;1;W;"53°57'40.0""";"115°34'10.0""";;53,96102784;115,5693612;72,52747253;0,24975025;14,50549451;0,549450549;2,007992008;0,04995005;0,629370629;1,378621379;3,796203796;3,996003996;0,07992008;0,21978022;0,00999001;100;0,01;Bt granite porphyraceous;Tr-J;Kontalakan-Marektin massif;N.A.Lebedeva;;V.S.Ivanov,1968;1
1747;-341448163,7;-265075034;1;W;"53°47'20.0""";"115°26'30.0""";;53,78866219;115,44144;72,90808639;0,281265696;13,8322451;1,285786037;1,084881969;0,040180814;0,41185334;0,79357107;4,269211452;4,821697639;0,080361627;0,180813661;0,010045203;100;0,01;Granite leucocratic;Tr-J;;V.IZhigalova;;V.A.Popeko,1968;1
1748;-351357600,7;-131140497,5;1;W;"51°1'0.0""";"112°56'0.0""";;51,01675369;112,9334204;72,44959074;0,199640647;13,22619285;0,079856259;2,335795568;0,039928129;0,46915552;1,257736075;3,693351966;5,190656818;0,089838291;0,958275105;0,009982032;100;0,01;Granite coarse-grained miarolic;J3;;L.S.Voronova;;E.T.Bubnov,1964;1
1750;-349087771,5;-128676379,6;1;W;"51°0'0.0""";"112°33'0.0""";;50,99989169;112,5498917;72,44235952;0,359317297;13,40453139;0,239544865;2,644974548;0,059886216;0,748577702;1,616927837;3,553248827;4,561333466;0,009981036;0,349336261;0,009981036;100;0,2;Bt granite porphyraceous;J3;;K.A.Kapralova;;A.N.Efimov,1959;1
1752;-336810620,1;-207789509,1;1;W;"52°42'30.0""";"112°46'30.0""";;52,70825813;112,7749248;72,93467337;0,311557789;14,32160804;0,231155779;2,120603015;0,060301508;0,432160804;0,452261307;3,939698492;4,281407035;0,180904523;0,72361809;0,010050251;100;0,01;Granite;Tr-J;;V.P.Usacheva;;V.A.Slipchenko,1966;1
1754;-340216471,5;-271904803,5;1;W;"53°57'40.0""";"115°34'10.0""";;53,96126896;115,5696023;72,96128708;0,231271996;13,92659628;0,55304173;2,021116139;0,030165913;0,321769734;1,27702363;3,821015586;4,122674711;0,080442433;0,643539467;0,010055304;100;0,01;Bt granite porphyraceous;Tr-J;Kontalakan-Marektin massif;NP.Mel'nikova;;V.S.Ivanov,1968;1
1756;-323803055,1;-356471702,3;1;W;"56°20'0.0""";"118°16'20.0""";;56,33329929;118,2721882;72,67628205;0,190304487;13,37139423;0,651041667;1,832932692;0,040064103;0,420673077;1,201923077;4,06650641;5,258413462;0,050080128;0,23036859;0,010016026;100;0,01;Granite-porphyry;Mz;;A.I.Fedorova;;V.T.Sviridenko,1968;1
1757;-340862949,3;-258557568,7;1;W;"53°40'0.0""";"115°6'40.0""";;53,66675624;115,1112007;72,56;0,27;13,51;1,21;1,29;0,06;0,52;1,03;4,15;5;0,09;0,3;0,01;100;0,01;Granite porphyraceous;Tr-J;Zimov'e massif;A.I.Fedorova;;V.A.Popeko,1967;1
1759;-341495130,1;-184924970,3;1;W;"52°10'0.0""";"112°45'0.0""";;52,16664996;112,7499833;72,67628205;0,220352564;13,62179487;0,951522436;1,79286859;0,060096154;0,560897436;0,610977564;4,156650641;4,807692308;0,060096154;0,470753205;0,010016026;100;0,01;Granite;Tr;;L.S.Voronova;;V.A.Popeko,1968;1
1760;-343574336,4;-112202586,4;1;W;"50°46'0.0""";"111°25'0.0""";;50,76667758;111,4166776;72,39349496;0,299311583;15,26489075;1,32694802;1,855731817;0,009977053;0,568692008;2,105158136;2,354584456;3,631647211;0,109747581;0,069839369;0,009977053;100;0,01;Bt granite medium-grained;Tr-J;;;;V.I.Fel'dman,1956;1
1761;-355539363;-90605987,06;1;W;"50°16'0.0""";"112°53'0.0""";;50,26673664;112,8834033;72,90264242;0,251180549;13,74459962;0,472219431;1,798452728;0,040188888;0,793730534;1,376469406;3,365819351;4,722194313;0,070330554;0,452124987;0,010047222;100;0,01;Aplite;J1-J2;Kurulgin massif;;.V.I.Zhigalova;N.K.Dmitrochenko,1968;1
1762;-365856198,8;-278937300,9;1;W;"53°31'0.0""";"118°55'15.0""";;53,51681521;118,9209819;72,48751249;0,2997003;13,08691309;0,0999001;2,507492507;0,02997003;0,979020979;2,007992008;4,345654346;3,696303696;0,06993007;0,37962038;0,00999001;100;0,01;Granite porphyraceous;Tr;Amudzhikan massif;A.I.Fedorova;;S.P.Smelovsky,1962;1
1763;-314494187,1;-141474966,8;1;W;"51°44'0.0""";"107°33'50.0""";;51,73336775;107,5639233;72,8925952;0,190897217;13,91540239;1,34632774;0,733447202;0,05023611;0,291369436;0,72339998;3,074449915;6,35989149;0,05023611;0,180849995;0,190897217;100;0,01;Leucogranite;Tr;Eastern massif;;Oth.:S03-0.19;O.V.Trunev,1961;1
1766;-346878893,5;-48833482,57;1;W;"49°38'0.0""";"111°2'0.0""";;49,63338129;111,0333813;72,86058658;0,251104861;14,34310968;0,070309361;2,450783447;0,080353556;0,27119325;2,199678586;3,163921254;3,485335476;0,110486139;0,703093612;0,010044194;100;0,01;Bt granite porphyraceous medium-grained;J2;;N.I.Serebryakova;;I.G.Volosyuk,1961;1
1773;-326064366,8;-196211205,1;1;W;"52°40'45.0""";"110°53'50.0""";;52,6792342;110,8972898;73,03314194;0,120882442;14,19361338;1,239045029;0,654779893;0,050367684;0,080588295;0,402941473;4,311473758;5,76206306;0,010073537;0,130955979;0,010073537;100;0,01;Granite leucocratic;Tr;;;;V.F.Rukavetz,1964;1
1775;-328205781,4;-134509283,8;1;W;"51°23'0.0""";"109°31'0.0""";;51,38332946;109,5166628;72,83504119;0,251155314;14,42636126;0,743419731;1,506931887;0,030138638;0,35161744;1,466747036;3,767329717;4,219409283;0,070323488;0,321478802;0,010046213;100;0,01;Bt granite coarse-medium-grained;J1;Bom-Gorkhon massif;L.S.Voronova;;L.E.Eydel'man,1968;1
1776;-338245042,1;-160849383,5;1;W;"51°45'0.0""";"111°39'0.0""";;51,74995291;111,6499529;72,33363264;0,269380425;13,92796568;0,977751172;1,217200439;0,029931158;0,349196847;1,027636436;3,691509528;5,3876085;0,069839369;0,708370747;0,009977053;100;0,01;Bt granite porphyraceous subalkaline;Tr-J;Taydut massif;N.PMel'nikova;;V.V.Starchenko,1968;1
1781;-350076608;-296205578,2;1;W;"54°13'20.0""";"117°45'0.0""";;54,22214485;117,7499226;72,58710453;0,280336404;12,93552263;0,25030036;3,163796556;0,060072087;0,590708851;0,710853024;4,405286344;4,80576692;0,070084101;0,130156187;0,010012014;100;0,01;Morion-granite;Tr-J;;N.A.Lebedeva;;S.P.Smelovsky,1971;1
1783;-336043546,3;-69985474,73;1;W;"50°5'0.0""";"109°35'0.0""";;50,08331803;109,583318;72,11060275;0,208872091;14,2729262;0,12930177;2,377163318;0,03978516;0,726079172;1,462104635;3,769643923;3,690073603;0,10940919;1,094091904;0,00994629;100;0,01;Bt granite medium-grained;J2;;E.I.Fisher;;E.T.Bubnov,1962;1
1790;-333582415;-135812615,3;1;W;"51°20'0.0""";"110°22'0.0""";;51,33337804;110,3667114;72,5598158;0,200220242;13,24456903;0,981079187;1,361497647;0,020022024;0,280308339;1,341475623;4,845329863;4,364801281;0,090099109;0,700770848;0,010011012;100;0,01;Granite leucocratic porphyraceous;J1;;N.I.Ivanova;;M.D.Berdnikov,1965;1
1792;-340270016,6;-315134492,6;1;W;"54°52'50.0""";"117°31'50.0""";;54,88050574;117,5305057;72,80763435;0,160723255;13,5409342;0,984429935;1,406328478;0,040180814;0,311401306;0,713209442;4,319437469;5,022601708;0,090406831;0,592667002;0,010045203;100;0,01;Leucogranite porphyraceous;Tr;Orogocha massif;D.M.Shuster;;V.I.Shulika,1966;1
1795;-365256135,5;-278251192,6;1;W;"53°31'0.0""";"118°49'30.0""";;53,51650803;118,8248414;72,44377811;0,19990005;13,63318341;0,029985007;2,218890555;0,029985007;0,659670165;1,67916042;4,047976012;4,497751124;0,069965017;0,47976012;0,009995002;100;0,01;Granite porphyraceous;Tr-J;;A.I.Fedorova;;S.P.Smelovsky,1968;1
1800;-327813551,2;-134223529,6;1;W;"51°23'0.0""";"109°27'0.0""";;51,38326726;109,4499339;72,18569436;0,099621439;14,05658498;0,557880056;1,21538155;0,049810719;0,358637179;0,717274357;4,891412632;5,389519825;0,049810719;0,418410042;0,009962144;100;0,22;Granite leucocratic coarse-grained;J1;Bom-Gorkhon massif;L.S.Voronova;;V.I.Sizykh,1967;1
1801;-340858847,5;-259346896,6;1;W;"53°41'0.0""";"115°8'30.0""";;53,68326627;115,1415996;72,46;0,17;14,17;0,98;1,43;0,04;0,4;0,56;4,55;4,84;0,09;0,3;0,01;100;0,01;Bt granite;Tr-J;Zimov'e massif;AIFedorova;;V.A.Popeko,1968;1
1803;-351633197,6;-154358579,8;1;W;"51°26'0.0""";"113°27'0.0""";;51,43330293;113,4499696;72,68532451;0,200621928;14,22409469;0,290901796;2,056374762;0,050155482;0,792456616;1,263918146;3,561039222;4,092687331;0,170528639;0,601865784;0,010031096;100;0,01;Granite leucocratic porphyraceous;J1-J2;Olenguy massif;O.S.Beloborod'ko;;L.I.Sergeev,1967;1
1807;-355261129,5;-211993782,5;1;W;"52°27'0.0""";"115°24'55.0""";;52,44985612;115,4151339;72,81407035;0,281407035;13,01507538;1,447236181;1,487437186;0,040201005;0,974874372;1,688442211;3,658291457;4,291457286;0,090452261;0,201005025;0,010050251;100;0,01;Granite leucocratic;Tr;;;;N.A.Artamonova,1960;1
1813;-327672811,2;-130737951,4;1;W;"51°19'0.0""";"109°21'0.0""";;51,31653204;109,3498654;72,29709494;0,34940601;14,30568034;0,728761106;1,936707597;0,019966058;0,579015673;1,73704702;3,394229809;4,392532694;0,119796346;0,129779375;0,009983029;100;0,01;Granite porphyraceous;J1;Bom-Gorkhon massif;LE.Fedoseeva;;V.I.Sizykh,1968;1
1817;-353542911,4;-96352670,32;1;W;"50°23'0.0""";"112°40'0.0""";;50,38336282;112,6666962;72,61331729;0,210589651;13,7886081;0,752105897;2,336542318;0,040112314;0,391095066;1,23345367;3,580024067;4,813477738;0,07019655;0,160449258;0,010028079;100;0,01;Granite-porphyry;J3;;;;V.V.Gol'bert,1968;1
1819;-332757483,3;-42106644,93;1;W;"49°37'0.0""";"108°43'0.0""";;49,61677539;108,7167754;72,26270087;0,269487973;14,05329873;0,279469009;2,046112386;0,04990518;0,429184549;1,497155405;4,441561034;4,192035133;0,09981036;0,369298333;0,009981036;100;0,01;Granite leucogranitic;J2;;N.A.Lebedeva;;N.P.Kostyakov,1965;1
1820;-350546955;-138911243;1;W;"51°10'0.0""";"112°58'0.0""";;51,16665216;112,9666522;72,4;0,27;13;0,43;2,36;0,02;0,44;1,36;3,6;5,8;0,09;0,22;0,01;100;0,01;Granite;J3;;V.I.Nikitina;;E.T.Bubnov,1964;1
1825;-339005959,3;-335833598,9;1;W;"55°22'0.0""";"118°27'30.0""";;55,36672746;118,4583941;72,6469998;0,260887016;13,4858519;0,943206903;1,876379691;0,05017058;0,742524584;1,244230383;4,214328718;4,314669878;0,110375276;0,10034116;0,010034116;100;0,01;Granite;Tr;;O.S.Beloborod'ko;;K.F.Khatskevich,1968;1
1827;-341104834,1;-76276887,13;1;W;"50°9'0.0""";"110°28'0.0""";;50,14995764;110,4666243;72,77844793;0,180940893;14,07318054;0,201045436;2,010454363;0,020104544;0,854443104;2,010454363;4,181745074;3,357458786;0,050261359;0,271411339;0,010052272;100;0,01;Granite(plagiogranite);Tr;Chikokon massif;D.M.Shuster;;A.D.Kanischev,1961;1
1832;-340565712,7;-339534700,1;1;W;"55°24'0.0""";"118°48'30.0""";;55,40013365;118,808467;72,3944789;0,190038008;14,07281456;0,650130026;1,570314063;0,050010002;0,310062012;0,800160032;4,950990198;4,600920184;0,080016003;0,320064013;0,010002;100;0,01;Granite leucocratic;Tr;;A.I.Fedorova;;V.V.Zakandyrin,1949;1
1833;-341518079,6;-264101352,6;1;W;"53°46'0.0""";"115°24'40.0""";;53,76673676;115,4111812;72,69257809;0,2812092;13,67881892;1,054534498;1,295570955;0,060259114;0,321381942;0,672893442;4,619865421;5,021592849;0,0703023;0,220950085;0,010043186;100;0,01;Granite leucocratic;Tr-J;Muyshin massif;VI.Zhigalova;;V.A.Popeko,1968;1
1836;-341595520,9;-265252359,6;1;W;"53°47'20.0""";"115°28'0.0""";;53,78886505;115,4666428;72,55412991;0,290697674;13,52245389;0,892141139;1,293103448;0,050120289;0,641539695;0,952285485;4,560946271;5,012028869;0,080192462;0,140336808;0,010024058;100;0,01;Granite leucocratic porphyraceous;Tr-J;;V.I.Zhigalova;;V.A.Popeko,1968;1
1841;-338952797;-154515852,1;1;W;"51°37'0.0""";"111°36'0.0""";;51,61688543;111,6002188;72,67979108;0,482121334;12,91683407;2,059059863;2,470871836;0,010044194;0,220972278;0,251104861;3,575733226;4,901566894;0,09039775;0,331458417;0,010044194;100;0,01;Granite;Tr-J;;;;V.I.Fel'dman,1956;1
1842;-340859997,1;-337888689,2;1;W;"55°21'20.0""";"118°45'0.0""";;55,35546936;118,7499138;72,03583873;0,268790443;13,68840219;1,035340966;2,070681931;0,049776008;0,49776008;1,443504231;4,330512693;4,081632653;0,149328024;0,338476854;0,009955202;100;0,01;Granite leucocratic;Tr;;A.I.Fedorova;;K.F.Khatskevich,1968;1
1843;-338731430,9;-245075004,1;1;W;"53°26'6.0""";"114°19'30.0""";;53,43511032;114,3251103;72,67249171;0,230993271;13,14653008;0,351511499;2,812091996;0,050215928;0,672893442;1,225268655;3,38455358;4,790599578;0,110475043;0,542332028;0,010043186;100;0,01;Granite;Tr;;D.M.Shuster;;I.D.Pobedash,1960;1
1847;-338517970,1;-73096109,48;1;W;"50°7'0.0""";"110°1'0.0""";;50,11679971;110,0167997;72,05179283;0,189243028;14,37250996;0,866533865;0,916334661;0,059760956;0,756972112;0,747011952;4,332669323;4,910358566;0,059760956;0,687250996;0,049800797;100;0,23;Granite leucocratic coarse-grained;J2;Asakan-Shumilovo massif;E.S.Iodova;Oth:Ba0-0.04,Li20-0.0l;Zh.N.Rudakova,1963;1
1849;-363606130,7;-240842639,9;1;W;"52°50'30.0""";"117°22'20.0""";;52,84167236;117,3722279;72,27218225;0,229816147;13,80895284;0,779376499;1,498800959;0,029976019;0,779376499;1,348920863;4,29656275;4,616306954;0,099920064;0,229816147;0,009992006;100;0,01;Granite;J3;;;;A.V.Ivanov,1966;1
1851;-365923779,8;-279283962;1;W;"53°31'20.0""";"118°56'30.0""";;53,52198413;118,9414286;72,63231897;0,150647785;14,14080546;0,130561414;2,159284925;0,030129557;0,482072914;2,099025811;3,715978708;3,786281008;0,060259114;0,602591142;0,010043186;100;0,01;Granite-porphyry;J3;;L.S.Voronova;;E.A.Ivanov,1963;1
1852;-328205766,3;-134510130,2;1;W;"51°23'0.0""";"109°31'0.0""";;51,38334636;109,5166797;72,24053541;0,279692338;14,25432025;0,579362701;1,498351813;0,029967036;0,509439616;1,508340825;4,045549895;4,794725802;0,099890121;0,149835181;0,009989012;100;0,01;Bt granite porphyraceous;J1;Bom-Gorkhon massif;L.S.Voronova;;L.E.Eydel'man,1968;1
1854;-331233404,7;-243178683,3;1;W;"53°34'0.0""";"113°17'10.0""";;53,56649443;113,2859389;72,64416315;0,411894716;13,84368093;1,054852321;1,406469761;0,010046213;0,411894716;0,642957605;4,068716094;5,304400241;0,110508338;0,080369701;0,010046213;100;0,2;Granite leucogranitic;Tr;;Ingur intrusion;;L.P.Alaev,1962;1
1858;-340447799,7;-62618693,22;1;W;"49°55'0.0""";"110°11'0.0""";;49,91654705;110,1832137;72,66331658;0,371859296;13,83919598;0,361809045;2,924623116;0,040201005;0,341708543;1,306532663;3,27638191;4,572864322;0,090452261;0,201005025;0,010050251;100;0,01;Granite porphyraceous coarse-grained;Tr;;N.I.Serebryakova;;V.P.Krasnov,1961;1
1861;-345539790,7;-51246328,17;1;W;"49°41'0.0""";"110°51'0.0""";;49,68327654;110,8499432;72,22055739;0,179802218;14,12446309;0,449505544;2,607132155;0,04994506;0,619318749;1,698132055;4,025571871;3,596044351;0,069923085;0,349615423;0,009989012;100;0,01;Granite;J1-J2;;N.A.Ogneva;;P.I.Taraban'ko,1960;1
1862;-360090144,6;-112840032,8;1;W;"50°36'0.0""";"113°54'0.0""";;50,59985446;113,8998545;72,2394324;0,009993005;15,66903168;0,659538323;0,91935645;0,099930049;0,369741181;1,229139602;3,697411812;4,296992106;0,009993005;0,679524333;0,119916059;100;0,08;Mu granite porphyraceous even-grained;J3;Zun-Undur massif;~Sn02;Oth-0.12;I.F.Grigor'ev,1941;1
1872;-343311022,5;-100933139,3;1;W;"50°34'0.0""";"111°11'0.0""";;50,56651905;111,1831857;72,61581751;0,190935584;13,9483469;0,994874887;1,587780123;0,030147724;0,190935584;0,934579439;3,718219274;4,863832781;0,100492413;0,813988544;0,010049241;100;0,01;Bt granite coarse-grained;J3;Uleley massif;O.P.Maratkanova;;E.T.Bubnov,1965;1
1874;-346153105,5;-71118841,07;1;W;"50°1'0.0""";"111°11'0.0""";;50,0166096;111,1832763;72,21667;0,229862083;13,91165301;0,449730162;2,148710774;0,049970018;0,489706176;1,199280432;3,717769338;4,737157705;0,049970018;0,789526284;0,009994004;100;0,01;Granite leucocratic;J3;;A.S.Akel'eva;;N.I.Tikhomirov,1964;1
1875;-353080875,3;-136963595,4;1;W;"51°6'0.0""";"113°18'0.0""";;51,09990616;113,2999062;72,44110276;0,140350877;13,72431078;0,040100251;2,345864662;0,030075188;0,591478697;0,822055138;4,010025063;5,313283208;0,080200501;0,45112782;0,010025063;100;0,01;Bt granite porphyraceous fine-medium-grained;J3;;L.S.Voronova;;E.T.Bubnov,1964;1
1876;-327770732,1;-130816312,4;1;W;"51°19'0.0""";"109°22'0.0""";;51,31670871;109,3667087;72,05823694;0,339050658;13,65177503;0,628240925;2,30355006;0,049860391;0,708017551;1,435979258;3,699641005;4,696848823;0,10969286;0,309134424;0,009972078;100;0,25;Granite porphyraceous;J1;Bom-Gorkhon massif;N.A.Lebedeva;;V.I.Sizykh,1968;1
1886;-340603085,6;-262261206,8;1;W;"53°45'0.0""";"115°13'30.0""";;53,74997265;115,2249727;72,61940674;0,281548517;14,84162896;0,180995475;0,894922071;0,030165913;0,211161388;0,432378079;5,22875817;5,027652086;0,030165913;0,211161388;0,010055304;100;0,01;Granite leucocratic alkaline;Tr-J;Zimov'e massif;NP.Mel'nikova;;V.A.Popeko,1967;1
1888;-330283206,9;-340607924,1;1;W;"55°44'50.0""";"117°53'0.0""";;55,74716448;117,8832756;72,39097744;0,30075188;13,95488722;0,962406015;1,413533835;0,040100251;0,34085213;1,513784461;3,979949875;4,661654135;0,070175439;0,360902256;0,010025063;100;0,01;Amf-Bt granite;Tr;;L.E.Fedoseeva;;E.M.Falkin,1959;1
1890;-331541271,4;-72374174,15;1;W;"50°10'0.0""";"108°54'0.0""";;50,16673567;108,900069;72,21722172;0,140014001;15,37153715;0,110011001;2,150215022;0,020002;0,400040004;2,810281028;4,680468047;1,480148015;0,070007001;0,540054005;0,010001;100;0,01;Plagiogranite;Tr-J;;NI.Serebryakova;;A.V.Vnukov,1959;1
1897;-346047987,4;-265040539,5;1;W;"53°40'50.0""";"116°0'20.0""";;53,68062964;116,0056296;72,26503853;0,250225203;15,11360224;0,380342308;0,930837754;0,030027024;0,430387349;1,581423281;4,804323892;3,883495146;0,040036032;0,280252227;0,010009008;100;0,01;Granite;Tr;;L.S.Voronova;;Yu.D.Penyagin,1966;1
1898;-335416796,9;-351116124,6;1;W;"55°49'0.0""";"118°57'50.0""";;55,81667012;118,9638923;72,13507843;0,179838146;13,28804076;1,198920971;1,718453392;0,04995504;0,46957738;1,09901089;4,695773804;4,156259367;0,039964032;0,959136777;0,009991008;100;0,01;Granite;Tr;Marichin massif;MIMerkul'eva;;K.F.Khatskevich,1967;1
1899;-346982595,6;-48876232,02;1;W;"49°38'0.0""";"111°3'0.0""";;49,63337847;111,0500451;72,25780624;0,25020016;14,36148919;0,11008807;2,261809448;0,060048038;0,50040032;1,951561249;3,502802242;4,103282626;0,060048038;0,570456365;0,010008006;100;0,01;Bt granite porphyraceous medium-grained;J2;;NP.Mel'nikova;;V.P.Krasnov,1967;1
